"","site_transect","ACROP","ACROPARB","ACROST","ACROTBL","ASTRP","CAUL","COSC","CTEN","CYPH","DIPLO","ECHPO","ECHPHY","FAV","FAVT","FUNG","GAL","GON","GONIO","HYD","ISOP","LEPT","LEPTOR","LEPTOS","LOBOPH","MERU","MILL","MONT","MONTI","OXYP","PACHY","PAV","PLAT","POC","POR","PORCYL","PORMAS","PORRUS","PSAM","STYLO","SYMP","TURBIN"
"1","Aasu_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38461538461539,0,0,1.53846153846154,0,1.53846153846154,0,0,0,14.6153846153846,0,0,0,0
"2","Aasu_2",1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3076923076923,0,0,1.53846153846154,0,4.61538461538461,0,0,0,26.1538461538462,0,0,0,0
"3","Aasu_3",2.30769230769231,0,0,0,0.769230769230769,0,2.30769230769231,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,22.3076923076923,0,0,1.53846153846154,0,0.769230769230769,0,0,2.30769230769231,1.53846153846154,0,0,0,0
"4","Aasu_4",0.769230769230769,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,22.3076923076923,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0
"5","Aasu_5",3.07692307692308,3.07692307692308,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,22.3076923076923,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0,0,0,0,0
"6","Aasu_6",6.15384615384615,0.769230769230769,0,2.30769230769231,2.30769230769231,0,2.30769230769231,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,19.2307692307692,0,0,2.30769230769231,0,0.769230769230769,0,0,1.53846153846154,0,0,0,0,0
"7","Afono_1",0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,5.38461538461539,0,0,0,0,0,0,0,1.53846153846154,7.69230769230769,0,0,0,0
"8","Afono_2",1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,3.07692307692308,0,0,2.30769230769231,0,0.769230769230769,0,0,0,7.69230769230769,0,0,0,0
"9","Afono_3",0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0,0,0,0,8.46153846153846,0,0,3.07692307692308,0,1.53846153846154,0,0,0,10.7692307692308,0,0,0,0
"10","Afono_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0.8,0,0,0,0,0.8,2.4,0,0,0,0
"11","Afono_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.30769230769231,0,0,0,0,0,3.07692307692308,0,0,0,0
"12","Afono_6",0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,1.53846153846154,0,0,0,0,0,4.61538461538461,0,0,0,0
"13","Alega_1",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,1.53846153846154,0,0,0,0,1.53846153846154,0,0,0,0,3.84615384615385,0,0,0,0.769230769230769,0,0,0.769230769230769,2.30769230769231,0.769230769230769,0,0,1.53846153846154,0,0,0,0,0
"14","Alega_2",0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0,0,0.769230769230769,0,0,0,0,0,0,0.769230769230769,0,0,0.769230769230769,0,2.30769230769231,0,0,0,0.769230769230769,0,0,0,0
"15","Alega_3",0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Alega_4",0,5.38461538461539,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,2.30769230769231,0,0.769230769230769,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0.769230769230769,0,0,0,6.92307692307692,3.07692307692308,0,0,0,0
"17","Alega_5",1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0.769230769230769,4.61538461538461,0,0,0,0
"18","Alega_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Alofau_1",0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0.769230769230769,0,0,0,0,0,3.84615384615385,0,0,0,0
"20","Alofau_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,3.84615384615385,0,0,0,0,0,3.07692307692308,0,0,0,0
"21","Alofau_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0
"22","Alofau_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,2.30769230769231,0,0,1.53846153846154,0,0,0,0,0,0.769230769230769,0,0,0,0
"23","Alofau_5",0,0,0,0,0,0,0.8,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,5.6,0,0,0,0
"24","Alofau_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,19.2307692307692,0,0,0,0
"25","Amalau_1",0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,18.4615384615385,0,0,4.61538461538461,0,0,0,0,1.53846153846154,21.5384615384615,0,0,0,0
"26","Amalau_2",3.07692307692308,7.69230769230769,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,2.30769230769231,0,0,0,0.769230769230769,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0.769230769230769,24.6153846153846,0,0,10,1.53846153846154,0,0,0,1.53846153846154,4.61538461538461,0,0,0,0
"27","Amalau_3",3.84615384615385,2.30769230769231,0,2.30769230769231,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0.769230769230769,0.769230769230769,0,0,0,0,0.769230769230769,28.4615384615385,0,0,14.6153846153846,2.30769230769231,0,0,0,1.53846153846154,6.15384615384615,0,0,0,0
"28","Amalau_4",3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,2.30769230769231,2.30769230769231,0,0.769230769230769,0,0,2.30769230769231,23.8461538461538,0,0,9.23076923076923,0,1.53846153846154,0,0,0,0,0,0,0,0
"29","Amalau_5",3.2,9.6,0,4.8,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,1.6,0,0,0,0,0,2.4,16.8,0,0,13.6,0,0,0,0,0,0.8,0,0,0,0
"30","Amalau_6",3.84615384615385,10.7692307692308,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,26.9230769230769,0,0,15.3846153846154,0.769230769230769,0,0,0,0,2.30769230769231,0,0,0,0
"31","Amaluia_1",1.53846153846154,0,14.6153846153846,1.53846153846154,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,14.6153846153846,0.769230769230769,0,0,0,1.53846153846154,0,0,7.69230769230769,0,0,0,0,1.53846153846154,0,0,0,2.30769230769231,0,0,0,5.38461538461539
"32","Amaluia_2",0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0.769230769230769,0,0,0,13.8461538461538,0,0,0,0,4.61538461538461,0,0.769230769230769,5.38461538461539,0,0,0.769230769230769,0,0,0,0,0,3.84615384615385,0,0,0,6.15384615384615
"33","Amaluia_3",0.769230769230769,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,1.53846153846154,0,0,2.30769230769231,0.769230769230769,0,0,0,0
"34","Amaluia_4",10,0,4.61538461538461,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,16.1538461538462,0,0,0,0,6.15384615384615,0,0,3.07692307692308,0,0,0,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,4.61538461538461
"35","Amaluia_5",0.769230769230769,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.769230769230769,0,0,4.61538461538461,0,0,13.8461538461538,0,0,0,0,0,0,0,0,4.61538461538461,0.769230769230769,0,0,3.07692307692308
"36","Amaluia_6",4.61538461538461,0,1.53846153846154,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,0,22.3076923076923,0,0,0,0,7.69230769230769,0,0,7.69230769230769,0,0,0.769230769230769,0,0,0,0,2.30769230769231,6.92307692307692,0,0,0,6.15384615384615
"37","Amanave_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3076923076923,0,0,0,0,0.769230769230769,0,0,6.92307692307692,0,0,0,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0
"38","Amanave_2",0.769230769230769,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,43.0769230769231,0,0,0,0,0,0,0,6.92307692307692,0,0,0,0,1.53846153846154,0,0,0,0.769230769230769,0,0,0,0
"39","Amanave_3",0.769230769230769,0,0,3.84615384615385,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,35.3846153846154,0,0,0,0,3.07692307692308,0,0,6.15384615384615,0,0,0,0,1.53846153846154,0,0,1.53846153846154,2.30769230769231,0,0,0,0
"40","Amanave_4",2.30769230769231,6.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0.769230769230769,0,40.7692307692308,0,0,0,0,0,0,0,8.46153846153846,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0
"41","Amanave_5",1.53846153846154,6.15384615384615,0,1.53846153846154,0,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,40,1.53846153846154,0,0,0,0,0,0,5.38461538461539,0,0,0,0,4.61538461538461,0.769230769230769,0,0,4.61538461538461,0,0,0,0
"42","Amanave_6",6.15384615384615,0.769230769230769,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0,33.0769230769231,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,4.61538461538461,0,0,0,0,0,0,0,0
"43","Amaua_1",0,0,0,8.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,22.3076923076923,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0
"44","Amaua_2",0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","Amaua_3",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,5.38461538461539,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0
"46","Amaua_4",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,3.07692307692308,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0
"47","Amaua_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Amaua_6",0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Amouli_1",0.769230769230769,0,0,5.38461538461539,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,1.53846153846154,10,0,0,0,0,2.30769230769231,0,0,0,5.38461538461539,0,0,0,0
"50","Amouli_2",0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0,0,0,0.769230769230769,7.69230769230769,0,0,3.07692307692308,0,1.53846153846154,0,0,0,3.84615384615385,0,0,0,0
"51","Amouli_3",0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0.769230769230769,0.769230769230769,0,0,2.30769230769231,0,0,0,0,0,0.769230769230769,0.769230769230769,4.61538461538461,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0
"52","Amouli_4",2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0.769230769230769,0,0,15.3846153846154,0.769230769230769,0,0,0,0,0,3.07692307692308,12.3076923076923,0,0,3.07692307692308,0,2.30769230769231,0,0,0.769230769230769,2.30769230769231,0,0,0,0
"53","Amouli_5",0,0.8,0,0,0,0,0,0,0,2.4,0,0,2.4,0,0,0,0,0,0,7.2,0.8,0,0,0,0,0,1.6,6.4,0,0,0.8,0,4,0.8,0,0,0,0,0,0,0
"54","Amouli_6",1.53846153846154,0,1.53846153846154,0,0,0,0,0,0,0,0.769230769230769,0,0.769230769230769,0,0,1.53846153846154,5.38461538461539,0,0,10.7692307692308,0,0,0,0,0,0.769230769230769,0,6.15384615384615,0,0,0,0,0.769230769230769,0,0,0,4.61538461538461,0,0.769230769230769,0,0
"55","Aoa_1",0.769230769230769,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.769230769230769,0,0,0,0,0,16.9230769230769,0.769230769230769,0,0,0
"56","Aoa_2",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,3.84615384615385,0,2.30769230769231,0,0,0.769230769230769,22.3076923076923,0,0,0,0
"57","Aoa_3",0,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0.769230769230769,0,0,0,0.769230769230769,0,0,0,0,0,0,19.2307692307692,0,0,0.769230769230769,0,0,0,0,0,34.6153846153846,0,0,0,0
"58","Aoa_4",0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,25.3846153846154,0,0,7.69230769230769,0,0,0,0,0,16.1538461538462,0,0,0,0
"59","Aoa_5",0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0.769230769230769,0,0,0,0.769230769230769,0,0,0,0,6.92307692307692,0,0,0.769230769230769,0,0.769230769230769,0,0,0,29.2307692307692,0,0,0,0
"60","Aoa_6",0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,5.38461538461539,0,0,0,0,0,0,0,0,0,30.7692307692308,0,0,1.53846153846154,0,1.53846153846154,0,0,0,19.2307692307692,0,0,0,0
"61","Fagaalu_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Fagaalu_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,7.69230769230769,0,0,0,0,0,2.30769230769231,0,0,0,0
"63","Fagaalu_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,4.61538461538461,0,0,6.15384615384615,0,0,0,0,0,0,0,0,0,0
"64","Fagaalu_4",0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61538461538461,0,0,3.07692307692308,0,0.769230769230769,0,0,0,0,0,0,0,0
"65","Fagaalu_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,1.53846153846154,0,0,8.46153846153846,1.53846153846154,0,0,0,0,0,0,0,0,0
"66","Fagaalu_6",0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,3.84615384615385,0,0,0,0,0,1.53846153846154,0,0,0,0
"67","Fagaitua_1",6.15384615384615,0,0,13.8461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,12.3076923076923,0,0,6.15384615384615,0.769230769230769,3.07692307692308,0,0,0,0.769230769230769,0,0,0,0
"68","Fagaitua_2",3.07692307692308,0,0.769230769230769,15.3846153846154,0,0,1.53846153846154,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0,7.69230769230769,0,0,6.15384615384615,0,2.30769230769231,0,0,0,0,0.769230769230769,0,0,0
"69","Fagaitua_3",3.84615384615385,4.61538461538461,2.30769230769231,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,2.30769230769231,4.61538461538461,0,0,0,0,0,0.769230769230769,0,0,0,12.3076923076923,0,0,2.30769230769231,2.30769230769231,0.769230769230769,0,0,0,0,0,0,0,0
"70","Fagaitua_4",10.7692307692308,2.30769230769231,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,6.15384615384615,0,0,0.769230769230769,11.5384615384615,0,0,3.84615384615385,0,0.769230769230769,0,0,0,0,0,0,0,0
"71","Fagaitua_5",4.61538461538461,0.769230769230769,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0.769230769230769,19.2307692307692,0,0,3.07692307692308,0,0.769230769230769,0,0,0,4.61538461538461,0,0,0,0
"72","Fagaitua_6",7.69230769230769,3.84615384615385,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,1.53846153846154,0,0,0,0,0,0,1.53846153846154,11.5384615384615,0,0,2.30769230769231,0,1.53846153846154,0,0,0,0,0,0,0,0
"73","Fagamalo_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,1.53846153846154,0,1.53846153846154,0,0,0,26.1538461538462,0,0,0,0
"74","Fagamalo_2",0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,4.61538461538461,15.3846153846154,0,0,0,0
"75","Fagamalo_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,30.7692307692308,0,0,0,0
"76","Fagamalo_4",0,3.07692307692308,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0.769230769230769,0,0,0,1.53846153846154,9.23076923076923,0,0,0,0
"77","Fagamalo_5",0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,0,0,0,1.53846153846154,0,3.84615384615385,0,0,0,3.07692307692308,0,0,0,0
"78","Fagamalo_6",0,0.769230769230769,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,1.53846153846154,0.769230769230769,0,0,0,0,0,0,0,6.15384615384615,0,0,0,0,0
"79","Fagasa2_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0.769230769230769,0,6.92307692307692,0.769230769230769,16.9230769230769,0,0,0,0
"80","Fagasa2_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,7.69230769230769,7.69230769230769,13.8461538461538,0,0,0,0
"81","Fagasa2_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,4.61538461538461,0,0,5.38461538461539,0,0.769230769230769,0,0,6.92307692307692,3.07692307692308,0,0,0,0
"82","Fagasa2_4",0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,6.15384615384615,0,2.30769230769231,0,0,4.61538461538461,10.7692307692308,0,0,0,0
"83","Fagasa2_5",0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,1.53846153846154,1.53846153846154,0.769230769230769,0,0,6.92307692307692,0,0,0,0,0
"84","Fagasa2_6",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,2.30769230769231,0,0.769230769230769,0,0,1.53846153846154,2.30769230769231,0,0,0,0
"85","Fagatele_1",6.15384615384615,0,10.7692307692308,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,5.38461538461539,0.769230769230769,0,0,0,0.769230769230769,1.53846153846154,0,0,2.30769230769231,0,0,0,0,1.53846153846154,0.769230769230769,1.53846153846154,0,7.69230769230769,0,0,0,0
