"","sitename","dispersion","site_transect","ACROP","ACROPARB","ACROST","ACROTBL","ASTRP","CAUL","COSC","CTEN","CYPH","DIPLO","ECHPO","ECHPHY","FAV","FAVT","FUNG","GAL","GON","GONIO","HYD","ISOP","LEPT","LEPTOR","LEPTOS","LOBOPH","MERU","MILL","MONT","MONTI","OXYP","PACHY","PAV","PLAT","POC","POR","PORCYL","PORMAS","PORRUS","PSAM","STYLO","SYMP","TURBIN"
"86","Fagatele","Med","Fagatele_5",1.53846153846154,0,0,16.1538461538462,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,3.07692307692308,0,0,0,0,0.769230769230769,0,0,10,0,0,0.769230769230769,0,0.769230769230769,0,0,0,5.38461538461539,0,0,0,0
"87","Fagatele","Med","Fagatele_4",6.15384615384615,0,3.07692307692308,6.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0.769230769230769,0,0,0,0,0,1.53846153846154,0,0,10,0,0,2.30769230769231,0,0.769230769230769,0,0,0,4.61538461538461,0,0,0,0
"88","Fagatele","Med","Fagatele_1",6.15384615384615,0,10.7692307692308,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,5.38461538461539,0.769230769230769,0,0,0,0.769230769230769,1.53846153846154,0,0,2.30769230769231,0,0,0,0,1.53846153846154,0.769230769230769,1.53846153846154,0,7.69230769230769,0,0,0,0
"89","Fagatele","Med","Fagatele_3",12.3076923076923,0,0,1.53846153846154,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,2.30769230769231,0.769230769230769,0.769230769230769,11.5384615384615,0,0,1.53846153846154,0,0.769230769230769,0,0,0,15.3846153846154,0,0,0,0
"90","Fagatele","Med","Fagatele_2",18.4615384615385,0,0,0,0,0,0,0,0,0,6.15384615384615,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,1.53846153846154,0,0,7.69230769230769,0,0,0,0,0.769230769230769,0,5.38461538461539,0,5.38461538461539,0,0,0,0
"91","Laulii","High","Laulii_5",0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,1.53846153846154,1.53846153846154,0,0,0,0,12.3076923076923,0,0,0,0
"92","Laulii","High","Laulii_6",0.769230769230769,0,0,1.53846153846154,0.769230769230769,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0.769230769230769,1.53846153846154,0,0,0,13.0769230769231,0,0,0,0
"93","Laulii","High","Laulii_4",1.53846153846154,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,0,4.61538461538461,0,0,0,11.5384615384615,0,0,0.769230769230769,0,0,0,0,0,13.0769230769231,0,0,0,0
"94","Laulii","High","Laulii_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4615384615385,0,0,0,4.61538461538461,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0,0,0,0,0
"95","Laulii","High","Laulii_1",0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0.769230769230769,0.769230769230769,0,0,0,9.23076923076923,0,0,0,0
"96","Laulii","High","Laulii_2",0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0.8,0.8,0,0,0,0,0,0,3.2,0.8,0,0,4,0,0,1.6,0,0.8,0,0,0,4,0,0,0,0
"97","Leone2","Low","Leone2_5",2.30769230769231,3.07692307692308,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2307692307692,0,0,0,0,0,0.769230769230769,0,12.3076923076923,0,0,0,0,0.769230769230769,0,0,0,2.30769230769231,0,0,0,0
"98","Leone2","Low","Leone2_6",3.84615384615385,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8461538461538,0,0,0,0,0,0,0,17.6923076923077,0,0,0.769230769230769,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0
"99","Leone2","Low","Leone2_1",3.07692307692308,7.69230769230769,3.84615384615385,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7692307692308,0,0,0,0,0,0,0.769230769230769,13.8461538461538,0,0,2.30769230769231,0,0,0,0,0,6.92307692307692,0,0,0,0
"100","Leone2","Low","Leone2_2",0.769230769230769,2.30769230769231,0.769230769230769,2.30769230769231,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0,0,13.8461538461538,0,0,0,0,0,0,0,14.6153846153846,0,0,2.30769230769231,0,0,0,0,0,6.15384615384615,0,0,0,0
"101","Leone2","Low","Leone2_4",5.38461538461539,10,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,6.15384615384615,0.769230769230769,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0
"102","Leone2","Low","Leone2_3",3.84615384615385,4.61538461538461,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,7.69230769230769,0,0,0,0,2.30769230769231,0,0,19.2307692307692,0,0,0.769230769230769,0,0,0,0,3.84615384615385,1.53846153846154,0,0,0,0
"103","Maloata","Low","Maloata_1",1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0.769230769230769,0,0.769230769230769,0,0,0,0,0,0,24.6153846153846,0,0,2.30769230769231,0,2.30769230769231,0,0.769230769230769,0,20,0,0,0,2.30769230769231
"104","Maloata","Low","Maloata_4",4.61538461538461,0,0,0.769230769230769,0,0,0,0,0,0,0,2.30769230769231,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9230769230769,0,0,3.07692307692308,0,1.53846153846154,0,0,0,0.769230769230769,0,0,0,0
"105","Maloata","Low","Maloata_2",0,1.53846153846154,0,3.07692307692308,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,0,0,2.30769230769231,0,0.769230769230769,0,0,0,5.38461538461539,0,0,0,0.769230769230769
"106","Maloata","Low","Maloata_3",3.84615384615385,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0.769230769230769,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0769230769231,0,0,2.30769230769231,0,5.38461538461539,0,0,0,16.1538461538462,0,0,0,0
"107","Maloata","Low","Maloata_5",3.07692307692308,0.769230769230769,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,1.53846153846154,40.7692307692308,0,0,5.38461538461539,0,2.30769230769231,0,0,0,5.38461538461539,0,0,0,0
"108","Maloata","Low","Maloata_6",3.07692307692308,0,0,2.30769230769231,0.769230769230769,0,1.53846153846154,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,1.53846153846154,42.3076923076923,0,0,6.15384615384615,0,6.15384615384615,0,0,0,1.53846153846154,0,0,0,0
"109","Masausi","Low","Masausi_5",4.61538461538461,0,0,1.53846153846154,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,1.53846153846154,20.7692307692308,0,0,3.07692307692308,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0
"110","Masausi","Low","Masausi_1",0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,0.769230769230769,1.53846153846154,26.9230769230769,0,0,7.69230769230769,0,0,0,0,0.769230769230769,5.38461538461539,0.769230769230769,0,0,0
"111","Masausi","Low","Masausi_2",3.07692307692308,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0.769230769230769,22.3076923076923,0.769230769230769,0,10,0,0.769230769230769,0,0,0,6.15384615384615,0,0,0,0
"112","Masausi","Low","Masausi_3",5.38461538461539,0,0.769230769230769,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0,1.53846153846154,0,0,0,2.30769230769231,0.769230769230769,0,0,0,0,0,0,0,0,3.84615384615385,13.0769230769231,0,0,16.9230769230769,0,2.30769230769231,0,0,0,0.769230769230769,0,0,0.769230769230769,0
"113","Masausi","Low","Masausi_6",1.53846153846154,0.769230769230769,0,1.53846153846154,4.61538461538461,0,0,0,0,0,0,1.53846153846154,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,26.9230769230769,0,0,7.69230769230769,0,1.53846153846154,0.769230769230769,0,0,0.769230769230769,0,0,0,0
"114","Masausi","Low","Masausi_4",2.30769230769231,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0.769230769230769,0,1.53846153846154,0,0,0.769230769230769,0,0,0,0,0,2.30769230769231,15.3846153846154,0,0,9.23076923076923,0,2.30769230769231,0,0,0,1.53846153846154,1.53846153846154,0,0,0
"115","Masefau","High","Masefau_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Masefau","High","Masefau_3",0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Masefau","High","Masefau_4",1.6,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0.8,0,0,0,0,0
"118","Masefau","High","Masefau_1",2.30769230769231,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0
"119","Masefau","High","Masefau_2",2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0.769230769230769,0,0,0.769230769230769,0.769230769230769,0,0,0,0
"120","Masefau","High","Masefau_5",0.769230769230769,0,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Matuu","Med","Matuu_4",0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,13.0769230769231,2.30769230769231,0,1.53846153846154,0.769230769230769,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0.769230769230769
"122","Matuu","Med","Matuu_3",0,0,0,1.53846153846154,0,0,0,0,0,0,0.769230769230769,0,0,0,0,1.53846153846154,0,0,0,0,0.769230769230769,0,0,2.30769230769231,0,0,0,6.15384615384615,0,0,0.769230769230769,0,0,0,0,0,1.53846153846154,0,0,0,0
"123","Matuu","Med","Matuu_2",0.769230769230769,0,0,6.92307692307692,1.53846153846154,0,0,0,0,0,0,0,0,0,0.769230769230769,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0.769230769230769,4.61538461538461,0,0,3.07692307692308,0,1.53846153846154,0,0,0,1.53846153846154,0,0,0,4.61538461538461
"124","Matuu","Med","Matuu_1",0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0.769230769230769,0,0.769230769230769,0,2.30769230769231,0,0,0,0,0,6.92307692307692,0.769230769230769,0.769230769230769,0,3.84615384615385,0,0,0,0,1.53846153846154,0,0,0,6.92307692307692,0,0,0,0
"125","Matuu","Med","Matuu_6",1.53846153846154,0.769230769230769,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,4.61538461538461,0,0,0,0,0,2.30769230769231,0,3.07692307692308,1.53846153846154,0,0,2.30769230769231,0,0,0,1.53846153846154,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0
"126","Matuu","Med","Matuu_5",1.53846153846154,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,9.23076923076923,0,0,0.769230769230769,0.769230769230769,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0
"127","Nua","Med","Nua_6",0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,13.8461538461538,0,0,0.769230769230769,0,0,0,3.07692307692308,0,12.3076923076923,0,0,0,0
"128","Nua","Med","Nua_1",0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0.769230769230769,0,8.46153846153846,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,9.23076923076923,0,0,0,0
"129","Nua","Med","Nua_5",1.53846153846154,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,0.769230769230769,0,2.30769230769231,0,0,0,0,0,0,0,6.92307692307692,0,0,1.53846153846154,0,0.769230769230769,0,0,0,3.84615384615385,0,0,0,0
"130","Nua","Med","Nua_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,6.15384615384615,0,0,0,0,0,0,0,0,13.8461538461538,0,0,0,0
"131","Nua","Med","Nua_3",0.769230769230769,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6923076923077,0,0,0,0,0,0,0,0,4.61538461538461,4.61538461538461,0,0,0
"132","Nua","Med","Nua_2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0,3.07692307692308,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,2.30769230769231,4.61538461538461,0,0,0,0
"133","Nuuuli","Med","Nuuuli_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,3.84615384615385,0,0,0,0
"134","Nuuuli","Med","Nuuuli_4",0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0,8.46153846153846,0.769230769230769,0,0,0
"135","Nuuuli","Med","Nuuuli_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15384615384615,0,0,0,0
"136","Nuuuli","Med","Nuuuli_1",0.769230769230769,0,0,0,0,0,0.769230769230769,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,9.23076923076923,0,0,0,0
"137","Nuuuli","Med","Nuuuli_6",0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,1.53846153846154,0,0,0,0
"138","Nuuuli","Med","Nuuuli_2",0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0
"139","Oa","Low","Oa_4",1.53846153846154,0,0,0,0,0,1.53846153846154,0,0,0,0.769230769230769,0,1.53846153846154,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.769230769230769,31.5384615384615,0,3.84615384615385,10.7692307692308,0,0,0,0,0,4.61538461538461,0,0,0,0
"140","Oa","Low","Oa_1",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,1.53846153846154,0,0,0,6.15384615384615,0,0,4.61538461538461,0,0.769230769230769,0,0,0,0,26.1538461538462,0,0,9.23076923076923,2.30769230769231,0,0,0,0,4.61538461538461,2.30769230769231,0,0,0
"141","Oa","Low","Oa_2",0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,5.38461538461539,0,0,0,0,0,0,44.6153846153846,0,0,3.84615384615385,1.53846153846154,0.769230769230769,0,0,0.769230769230769,0.769230769230769,1.53846153846154,0,0,0
"142","Oa","Low","Oa_3",0.769230769230769,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,2.30769230769231,0,36.1538461538462,0,0,15.3846153846154,0,0,0,0,0,1.53846153846154,0,0,0,0
"143","Oa","Low","Oa_5",3.2,0,0,0.8,0.8,0,0,0,0,0,0,0,1.6,0.8,0,0,0.8,0,0,0,1.6,0,0,0,0,0,0,36.8,0,0.8,7.2,0,1.6,0,0,0,0,0,0,0,0
"144","Oa","Low","Oa_6",0.769230769230769,0,0,3.84615384615385,0,0,0.769230769230769,0,0,0,0,0,2.30769230769231,0.769230769230769,0,0,0.769230769230769,0,0,0,5.38461538461539,0,0,0,0,0,0,39.2307692307692,0,0,13.8461538461538,0,1.53846153846154,0,0,0,0,0,0,0,0
"145","Poloa","Low","Poloa_4",5.38461538461539,10.7692307692308,0,3.07692307692308,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0.769230769230769,17.6923076923077,0,0,1.53846153846154,0,2.30769230769231,0,0,0,0,0,0,0,0
"146","Poloa","Low","Poloa_3",3.07692307692308,0,0,2.30769230769231,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,21.5384615384615,0,0,3.07692307692308,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0
"147","Poloa","Low","Poloa_2",2.30769230769231,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0.769230769230769,0,0,0,0,0,0,30,0,0,0.769230769230769,0,0.769230769230769,0,0,0,0,0.769230769230769,0,0,0
"148","Poloa","Low","Poloa_6",2.30769230769231,3.07692307692308,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4615384615385,0,0,5.38461538461539,0,2.30769230769231,0,0,0,0,0,0,0,0
"149","Poloa","Low","Poloa_1",6.15384615384615,0,0,0,0,0,1.53846153846154,0,0,0,0,0,2.30769230769231,0.769230769230769,0,0,0,0,0,0,4.61538461538461,0,0,0,0,0,1.53846153846154,29.2307692307692,0,0,5.38461538461539,0,0,0,0,0.769230769230769,0,0,0,0,0
"150","Poloa","Low","Poloa_5",3.07692307692308,10,0,6.92307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,21.5384615384615,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0
"151","Sita","Med","Sita_5",0,0,0,0,0,0,0,0,0,0,0,0,5.38461538461539,0,0,0,0.769230769230769,0,0,0,0.769230769230769,2.30769230769231,0,0,0,0,0.769230769230769,10,0,0,3.84615384615385,0.769230769230769,0.769230769230769,0,0,0,0,0,0,0,0
"152","Sita","Med","Sita_6",0,0.769230769230769,0,0.769230769230769,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,11.5384615384615,0,0,3.07692307692308,0,1.53846153846154,0,0,0.769230769230769,2.30769230769231,0,0,0,0
"153","Sita","Med","Sita_3",0,0,0,2.4,1.6,0,0,0,0,0,0,0,1.6,0.8,0,0,0,0,0,0,3.2,0,0,0,0,0,0.8,23.2,0,0,3.2,0,0.8,0,0,0,0,0,0,0,0
"154","Sita","Med","Sita_4",2.30769230769231,0,0,1.53846153846154,0,0,0,0,0,0,0,0,2.30769230769231,0.769230769230769,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,6.15384615384615,0,0,13.0769230769231,0,0,0,0,0,0,0.769230769230769,0,0,0
"155","Sita","Med","Sita_2",3.07692307692308,0,0,0,0,0,2.30769230769231,0,2.30769230769231,0,0,0,0.769230769230769,0.769230769230769,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,3.84615384615385,0,0,3.07692307692308,0,0.769230769230769,0,0,0,3.07692307692308,0.769230769230769,0,0,0
"156","Sita","Med","Sita_1",2.30769230769231,0,0,0,0,0,0.769230769230769,0,0,2.30769230769231,0,0,0.769230769230769,3.84615384615385,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,16.1538461538462,0,0,6.15384615384615,0,0,0,0,0,2.30769230769231,0,0,0,0
"157","Tafeu","Med","Tafeu_5",0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0.769230769230769,0,0,25.3846153846154,0,0,3.84615384615385,0,0,0,0,0,7.69230769230769,0,0,0,0
"158","Tafeu","Med","Tafeu_3",1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,4.61538461538461,0,0,0,0,1.53846153846154,10.7692307692308,0,0,0,0
"159","Tafeu","Med","Tafeu_2",0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,3.07692307692308,0,0,0.769230769230769,0,0,0,10,0,0,2.30769230769231,0,1.53846153846154,0,0,6.15384615384615,12.3076923076923,0,0,0,0
"160","Tafeu","Med","Tafeu_6",0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,21.5384615384615,0,0,3.07692307692308,0,0.769230769230769,0.769230769230769,0,1.53846153846154,0.769230769230769,0,0,0,0
"161","Tafeu","Med","Tafeu_1",0,0,0,0,0,0,6.92307692307692,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0,0,3.84615384615385,0,0,0.769230769230769,0,0.769230769230769,0,0,2.30769230769231,40,0,0,0,0
"162","Tafeu","Med","Tafeu_4",3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6153846153846,0,0,6.15384615384615,0,0,0,0,3.84615384615385,3.07692307692308,0,0,0,0
"163","Vatia","High","Vatia_1",0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30769230769231,0,0,0,0,0.769230769230769,0,4.61538461538461,0.769230769230769,2.30769230769231,0,0,0,0
"164","Vatia","High","Vatia_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,1.53846153846154,4.61538461538461,0,0,0,0,0
"165","Vatia","High","Vatia_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,3.07692307692308,0,6.15384615384615,0,0,0,0
"166","Vatia","High","Vatia_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0.769230769230769,0,0,0,0.769230769230769,14.6153846153846,3.07692307692308,0,0,0,0
"167","Vatia","High","Vatia_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0.769230769230769,0,0,0,1.53846153846154,0,6.15384615384615,0,0,0,0
"168","Vatia","High","Vatia_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,1.53846153846154,3.07692307692308,9.23076923076923,0,0,0,0
